Número de factura,Sucursal,Ciudad,Tipo de cliente,Género,Línea de producto,Precio unitario,Cantidad,Impuesto 5%,Total,Fecha,Hora,Método de pago,Costo de bienes vendidos,Porcentaje de margen bruto,Ingreso bruto,Calificación
NuevaFactura7051,B,Mandalay,Normal,Femenino,Accesorios de moda,"47,44",1,"2,372","49,812",22/02/2019,18:19,Tarjeta de crédito,"47,44","4,761904762","2,372","6,8"
NuevaFactura4579,C,Naypyitaw,Normal,Femenino,Deportes y viajes,"73,98",7,"25,893","543,753",02/03/2019,16:42,Billetera electrónica,"517,86","4,761904762","25,893","4,1"
NuevaFactura7776,A,Yangon,Miembro,Femenino,Accesorios electrónicos,"94,64",3,"14,196","298,116",21/02/2019,16:55,Efectivo,"283,92","4,761904762","14,196","5,5"
NuevaFactura1163,B,Mandalay,Normal,Masculino,Alimentos y bebidas,"33,33",2,"3,333","69,993",26/01/2019,14:41,Tarjeta de crédito,"66,66","4,761904762","3,333","6,4"
NuevaFactura7405,B,Mandalay,Miembro,Masculino,Accesorios de moda,"49,92",2,"4,992","104,832",06/03/2019,11:55,Tarjeta de crédito,"99,84","4,761904762","4,992","7,0"
NuevaFactura6823,C,Naypyitaw,Miembro,Femenino,Accesorios electrónicos,"98,84",1,"4,942","103,782",15/02/2019,11:21,Efectivo,"98,84","4,761904762","4,942","8,4"
NuevaFactura5534,B,Mandalay,Miembro,Masculino,Deportes y viajes,"37,32",9,"16,794","352,674",06/03/2019,15:31,Billetera electrónica,"335,88","4,761904762","16,794","5,1"
NuevaFactura7566,A,Yangon,Miembro,Femenino,Salud y belleza,"15,55",9,"6,9975","146,9475",07/03/2019,13:12,Efectivo,"139,95","4,761904762","6,9975","5,0"
NuevaFactura5970,A,Yangon,Miembro,Masculino,Salud y belleza,"10,08",7,"3,528","74,088",28/03/2019,20:14,Efectivo,"70,56","4,761904762","3,528","4,2"
NuevaFactura3323,C,Naypyitaw,Miembro,Masculino,Salud y belleza,"90,5",10,"45,25","950,25",25/01/2019,13:48,Efectivo,"905,0","4,761904762","45,25","8,1"
NuevaFactura6930,C,Naypyitaw,Normal,Femenino,Deportes y viajes,"23,75",9,"10,6875","224,4375",31/01/2019,12:02,Efectivo,"213,75","4,761904762","10,6875","9,5"
NuevaFactura7287,C,Naypyitaw,Miembro,Femenino,Accesorios de moda,"84,87",3,"12,7305","267,3405",25/01/2019,18:30,Billetera electrónica,"254,61","4,761904762","12,7305","7,4"
NuevaFactura1713,C,Naypyitaw,Miembro,Masculino,Accesorios de moda,"91,98",1,"4,599","96,579",18/03/2019,15:29,Efectivo,"91,98","4,761904762","4,599","9,8"
NuevaFactura4819,A,Yangon,Miembro,Masculino,Alimentos y bebidas,"24,82",7,"8,687","182,427",16/02/2019,10:33,Tarjeta de crédito,"173,74","4,761904762","8,687","7,1"
NuevaFactura3545,C,Naypyitaw,Normal,Masculino,Alimentos y bebidas,"84,83",1,"4,2415","89,0715",14/01/2019,15:20,Billetera electrónica,"84,83","4,761904762","4,2415","8,8"
NuevaFactura2619,A,Yangon,Miembro,Masculino,Alimentos y bebidas,"41,66",6,"12,498","262,458",02/01/2019,15:24,Billetera electrónica,"249,96","4,761904762","12,498","5,6"
NuevaFactura9856,B,Mandalay,Normal,Masculino,Accesorios de moda,"27,18",2,"2,718","57,078",15/03/2019,16:26,Billetera electrónica,"54,36","4,761904762","2,718","4,3"
NuevaFactura1554,C,Naypyitaw,Normal,Masculino,Accesorios de moda,"64,26",7,"22,491","472,311",09/02/2019,10:00,Efectivo,"449,82","4,761904762","22,491","5,7"
NuevaFactura4624,C,Naypyitaw,Normal,Masculino,Hogar y estilo de vida,"16,67",7,"5,8345","122,5245",07/02/2019,11:36,Billetera electrónica,"116,69","4,761904762","5,8345","7,4"
NuevaFactura3196,C,Naypyitaw,Miembro,Femenino,Hogar y estilo de vida,"21,82",10,"10,91","229,11",07/01/2019,17:36,Efectivo,"218,2","4,761904762","10,91","7,1"
NuevaFactura6634,A,Yangon,Miembro,Femenino,Deportes y viajes,"27,93",5,"6,9825","146,6325",29/01/2019,15:48,Efectivo,"139,65","4,761904762","6,9825","5,9"
NuevaFactura6379,C,Naypyitaw,Normal,Femenino,Deportes y viajes,"80,97",8,"32,388","680,148",28/01/2019,13:05,Efectivo,"647,76","4,761904762","32,388","9,3"
NuevaFactura9725,C,Naypyitaw,Normal,Femenino,Accesorios de moda,"23,82",5,"5,955","125,055",28/01/2019,19:24,Billetera electrónica,"119,1","4,761904762","5,955","5,4"
NuevaFactura4093,C,Naypyitaw,Normal,Masculino,Hogar y estilo de vida,"46,22",4,"9,244","194,124",12/03/2019,20:04,Tarjeta de crédito,"184,88","4,761904762","9,244","6,2"
NuevaFactura1961,A,Yangon,Normal,Masculino,Hogar y estilo de vida,"23,75",4,"4,75","99,75",16/03/2019,11:22,Efectivo,"95,0","4,761904762","4,75","5,2"
NuevaFactura9715,B,Mandalay,Normal,Masculino,Alimentos y bebidas,"33,33",2,"3,333","69,993",26/01/2019,14:41,Tarjeta de crédito,"66,66","4,761904762","3,333","6,4"
NuevaFactura1239,A,Yangon,Miembro,Femenino,Hogar y estilo de vida,"89,21",9,"40,1445","843,0345",15/01/2019,15:42,Tarjeta de crédito,"802,89","4,761904762","40,1445","6,5"
NuevaFactura3885,C,Naypyitaw,Miembro,Masculino,Alimentos y bebidas,"38,47",8,"15,388","323,148",23/01/2019,11:51,Efectivo,"307,76","4,761904762","15,388","7,7"
NuevaFactura2123,B,Mandalay,Miembro,Femenino,Deportes y viajes,"48,5",3,"7,275","152,775",08/01/2019,12:50,Efectivo,"145,5","4,761904762","7,275","6,7"
NuevaFactura7717,C,Naypyitaw,Normal,Femenino,Accesorios de moda,"37,55",10,"18,775","394,275",08/03/2019,20:01,Tarjeta de crédito,"375,5","4,761904762","18,775","9,3"
NuevaFactura5842,C,Naypyitaw,Normal,Femenino,Accesorios electrónicos,"32,8",10,"16,4","344,4",15/02/2019,12:12,Efectivo,"328,0","4,761904762","16,4","6,2"
NuevaFactura2103,C,Naypyitaw,Miembro,Masculino,Deportes y viajes,"71,92",5,"17,98","377,58",17/01/2019,15:05,Tarjeta de crédito,"359,6","4,761904762","17,98","4,3"
NuevaFactura4475,A,Yangon,Miembro,Masculino,Hogar y estilo de vida,"78,38",6,"23,514","493,794",10/01/2019,14:16,Billetera electrónica,"470,28","4,761904762","23,514","5,8"
NuevaFactura7488,B,Mandalay,Normal,Masculino,Alimentos y bebidas,"21,12",8,"8,448","177,408",01/01/2019,19:31,Efectivo,"168,96","4,761904762","8,448","6,3"
NuevaFactura5793,C,Naypyitaw,Normal,Femenino,Deportes y viajes,"14,36",10,"7,18","150,78",27/01/2019,14:28,Efectivo,"143,6","4,761904762","7,18","5,4"
NuevaFactura3717,C,Naypyitaw,Miembro,Masculino,Alimentos y bebidas,"99,37",2,"9,937","208,677",14/02/2019,17:29,Efectivo,"198,74","4,761904762","9,937","5,2"
NuevaFactura1698,B,Mandalay,Normal,Femenino,Accesorios de moda,"73,52",2,"7,352","154,392",15/01/2019,13:41,Billetera electrónica,"147,04","4,761904762","7,352","4,6"
NuevaFactura6962,C,Naypyitaw,Miembro,Masculino,Accesorios electrónicos,"96,82",3,"14,523","304,983",30/03/2019,20:37,Efectivo,"290,46","4,761904762","14,523","6,7"
NuevaFactura2264,A,Yangon,Normal,Femenino,Accesorios electrónicos,"51,19",4,"10,238","214,998",18/03/2019,17:15,Tarjeta de crédito,"204,76","4,761904762","10,238","4,7"
NuevaFactura4751,C,Naypyitaw,Miembro,Femenino,Hogar y estilo de vida,"83,17",6,"24,951","523,971",20/03/2019,11:23,Efectivo,"499,02","4,761904762","24,951","7,3"
NuevaFactura6776,C,Naypyitaw,Normal,Femenino,Accesorios de moda,"23,82",5,"5,955","125,055",28/01/2019,19:24,Billetera electrónica,"119,1","4,761904762","5,955","5,4"
NuevaFactura8582,C,Naypyitaw,Miembro,Masculino,Accesorios electrónicos,"81,97",10,"40,985","860,685",03/03/2019,14:30,Efectivo,"819,7","4,761904762","40,985","9,2"
NuevaFactura4183,B,Mandalay,Miembro,Masculino,Accesorios de moda,"81,31",7,"28,4585","597,6285",01/03/2019,19:49,Billetera electrónica,"569,17","4,761904762","28,4585","6,3"
NuevaFactura7404,B,Mandalay,Normal,Masculino,Alimentos y bebidas,"72,39",2,"7,239","152,019",13/01/2019,19:55,Tarjeta de crédito,"144,78","4,761904762","7,239","8,1"
NuevaFactura1117,B,Mandalay,Miembro,Masculino,Alimentos y bebidas,"80,05",5,"20,0125","420,2625",26/01/2019,12:45,Tarjeta de crédito,"400,25","4,761904762","20,0125","9,4"
NuevaFactura7657,C,Naypyitaw,Miembro,Femenino,Hogar y estilo de vida,"60,87",1,"3,0435","63,9135",24/01/2019,13:24,Efectivo,"60,87","4,761904762","3,0435","5,5"
NuevaFactura4995,B,Mandalay,Miembro,Masculino,Accesorios de moda,"81,31",7,"28,4585","597,6285",01/03/2019,19:49,Billetera electrónica,"569,17","4,761904762","28,4585","6,3"
NuevaFactura5923,C,Naypyitaw,Miembro,Masculino,Deportes y viajes,"71,92",5,"17,98","377,58",17/01/2019,15:05,Tarjeta de crédito,"359,6","4,761904762","17,98","4,3"
NuevaFactura5029,C,Naypyitaw,Miembro,Femenino,Alimentos y bebidas,"71,39",5,"17,8475","374,7975",17/02/2019,19:57,Tarjeta de crédito,"356,95","4,761904762","17,8475","5,5"
NuevaFactura5939,B,Mandalay,Miembro,Femenino,Salud y belleza,"19,15",1,"0,9575","20,1075",28/01/2019,17:58,Tarjeta de crédito,"19,15","4,761904762","0,9575","9,5"
NuevaFactura6954,C,Naypyitaw,Miembro,Masculino,Alimentos y bebidas,"99,37",2,"9,937","208,677",14/02/2019,17:29,Efectivo,"198,74","4,761904762","9,937","5,2"
NuevaFactura9348,A,Yangon,Miembro,Masculino,Alimentos y bebidas,"24,82",7,"8,687","182,427",16/02/2019,10:33,Tarjeta de crédito,"173,74","4,761904762","8,687","7,1"
NuevaFactura1531,B,Mandalay,Normal,Masculino,Accesorios de moda,"94,87",8,"37,948","796,908",12/02/2019,12:58,Billetera electrónica,"758,96","4,761904762","37,948","8,7"
NuevaFactura4374,A,Yangon,Normal,Femenino,Hogar y estilo de vida,"42,91",5,"10,7275","225,2775",05/01/2019,17:29,Billetera electrónica,"214,55","4,761904762","10,7275","6,1"
NuevaFactura9788,A,Yangon,Normal,Masculino,Hogar y estilo de vida,"23,75",4,"4,75","99,75",16/03/2019,11:22,Efectivo,"95,0","4,761904762","4,75","5,2"
NuevaFactura8001,B,Mandalay,Normal,Masculino,Accesorios de moda,"99,89",2,"9,989","209,769",26/02/2019,11:48,Billetera electrónica,"199,78","4,761904762","9,989","7,1"
NuevaFactura5608,B,Mandalay,Miembro,Femenino,Accesorios de moda,"19,77",10,"9,885","207,585",27/02/2019,18:57,Tarjeta de crédito,"197,7","4,761904762","9,885","5,0"
NuevaFactura4782,B,Mandalay,Normal,Femenino,Accesorios de moda,"36,51",9,"16,4295","345,0195",16/02/2019,10:52,Efectivo,"328,59","4,761904762","16,4295","4,2"
NuevaFactura2012,B,Mandalay,Miembro,Femenino,Hogar y estilo de vida,"35,38",9,"15,921","334,341",05/01/2019,19:50,Tarjeta de crédito,"318,42","4,761904762","15,921","9,6"
NuevaFactura4438,C,Naypyitaw,Miembro,Masculino,Hogar y estilo de vida,"13,98",1,"0,699","14,679",04/02/2019,13:38,Billetera electrónica,"13,98","4,761904762","0,699","9,8"
NuevaFactura8540,B,Mandalay,Normal,Masculino,Accesorios de moda,"69,08",2,"6,908","145,068",31/01/2019,19:48,Tarjeta de crédito,"138,16","4,761904762","6,908","6,9"
NuevaFactura8725,A,Yangon,Normal,Masculino,Hogar y estilo de vida,"18,28",1,"0,914","19,194",22/03/2019,15:05,Tarjeta de crédito,"18,28","4,761904762","0,914","8,3"
NuevaFactura8358,B,Mandalay,Normal,Femenino,Deportes y viajes,"34,81",1,"1,7405","36,5505",14/01/2019,10:11,Tarjeta de crédito,"34,81","4,761904762","1,7405","7,0"
NuevaFactura7034,B,Mandalay,Miembro,Masculino,Alimentos y bebidas,"80,05",5,"20,0125","420,2625",26/01/2019,12:45,Tarjeta de crédito,"400,25","4,761904762","20,0125","9,4"
NuevaFactura1744,C,Naypyitaw,Miembro,Femenino,Hogar y estilo de vida,"83,17",6,"24,951","523,971",20/03/2019,11:23,Efectivo,"499,02","4,761904762","24,951","7,3"
NuevaFactura1934,C,Naypyitaw,Miembro,Masculino,Hogar y estilo de vida,"39,39",5,"9,8475","206,7975",22/01/2019,20:46,Tarjeta de crédito,"196,95","4,761904762","9,8475","8,7"
NuevaFactura1325,C,Naypyitaw,Miembro,Masculino,Accesorios electrónicos,"84,25",2,"8,425","176,925",26/03/2019,14:13,Tarjeta de crédito,"168,5","4,761904762","8,425","5,3"
NuevaFactura3141,A,Yangon,Normal,Masculino,Hogar y estilo de vida,"23,75",4,"4,75","99,75",16/03/2019,11:22,Efectivo,"95,0","4,761904762","4,75","5,2"
NuevaFactura7191,A,Yangon,Miembro,Masculino,Alimentos y bebidas,"99,78",5,"24,945","523,845",09/03/2019,19:09,Efectivo,"498,9","4,761904762","24,945","5,4"
NuevaFactura3812,B,Mandalay,Normal,Femenino,Alimentos y bebidas,"57,34",3,"8,601","180,621",10/03/2019,18:59,Tarjeta de crédito,"172,02","4,761904762","8,601","7,9"
NuevaFactura9555,A,Yangon,Miembro,Femenino,Salud y belleza,"95,95",5,"23,9875","503,7375",23/01/2019,14:21,Billetera electrónica,"479,75","4,761904762","23,9875","8,8"
NuevaFactura4364,C,Naypyitaw,Miembro,Masculino,Accesorios electrónicos,"37,06",4,"7,412","155,652",31/01/2019,16:24,Billetera electrónica,"148,24","4,761904762","7,412","9,7"
NuevaFactura5984,B,Mandalay,Normal,Femenino,Accesorios electrónicos,"99,73",9,"44,8785","942,4485",02/03/2019,19:42,Tarjeta de crédito,"897,57","4,761904762","44,8785","6,5"
NuevaFactura7346,B,Mandalay,Normal,Femenino,Hogar y estilo de vida,"49,01",10,"24,505","514,605",27/01/2019,10:44,Tarjeta de crédito,"490,1","4,761904762","24,505","4,2"
NuevaFactura8039,A,Yangon,Miembro,Femenino,Accesorios de moda,"63,88",8,"25,552","536,592",20/01/2019,17:48,Billetera electrónica,"511,04","4,761904762","25,552","9,9"
NuevaFactura9229,B,Mandalay,Normal,Femenino,Salud y belleza,"58,24",9,"26,208","550,368",05/02/2019,12:34,Efectivo,"524,16","4,761904762","26,208","9,7"
NuevaFactura6994,A,Yangon,Normal,Femenino,Salud y belleza,"23,03",9,"10,3635","217,6335",03/01/2019,12:02,Billetera electrónica,"207,27","4,761904762","10,3635","7,9"
NuevaFactura1496,B,Mandalay,Miembro,Femenino,Alimentos y bebidas,"20,87",3,"3,1305","65,7405",20/03/2019,13:53,Tarjeta de crédito,"62,61","4,761904762","3,1305","8,0"
NuevaFactura8726,A,Yangon,Normal,Femenino,Alimentos y bebidas,"81,21",10,"40,605","852,705",17/01/2019,13:01,Tarjeta de crédito,"812,1","4,761904762","40,605","6,3"
NuevaFactura7684,C,Naypyitaw,Miembro,Femenino,Salud y belleza,"10,16",5,"2,54","53,34",24/02/2019,13:08,Billetera electrónica,"50,8","4,761904762","2,54","4,1"
NuevaFactura2491,A,Yangon,Miembro,Masculino,Accesorios electrónicos,"24,18",8,"9,672","203,112",28/01/2019,20:54,Billetera electrónica,"193,44","4,761904762","9,672","9,8"
NuevaFactura6556,C,Naypyitaw,Miembro,Masculino,Deportes y viajes,"10,17",1,"0,5085","10,6785",07/02/2019,14:15,Efectivo,"10,17","4,761904762","0,5085","5,9"
NuevaFactura8333,A,Yangon,Normal,Masculino,Salud y belleza,"15,26",6,"4,578","96,138",15/02/2019,18:03,Billetera electrónica,"91,56","4,761904762","4,578","9,8"
NuevaFactura3781,A,Yangon,Normal,Masculino,Deportes y viajes,"63,69",1,"3,1845","66,8745",25/02/2019,16:21,Efectivo,"63,69","4,761904762","3,1845","6,0"
NuevaFactura1344,B,Mandalay,Normal,Femenino,Alimentos y bebidas,"53,21",8,"21,284","446,964",14/03/2019,16:45,Billetera electrónica,"425,68","4,761904762","21,284","5,0"
NuevaFactura4081,C,Naypyitaw,Miembro,Masculino,Hogar y estilo de vida,"39,39",5,"9,8475","206,7975",22/01/2019,20:46,Tarjeta de crédito,"196,95","4,761904762","9,8475","8,7"
NuevaFactura5660,A,Yangon,Normal,Femenino,Salud y belleza,"68,71",3,"10,3065","216,4365",04/03/2019,10:05,Efectivo,"206,13","4,761904762","10,3065","8,7"
NuevaFactura6484,B,Mandalay,Miembro,Masculino,Accesorios de moda,"73,82",4,"14,764","310,044",21/02/2019,18:31,Efectivo,"295,28","4,761904762","14,764","6,7"
NuevaFactura3874,C,Naypyitaw,Miembro,Masculino,Accesorios de moda,"48,71",1,"2,4355","51,1455",26/03/2019,19:20,Efectivo,"48,71","4,761904762","2,4355","4,1"
NuevaFactura9537,A,Yangon,Miembro,Masculino,Accesorios electrónicos,"77,72",4,"15,544","326,424",07/01/2019,16:11,Tarjeta de crédito,"310,88","4,761904762","15,544","8,8"
NuevaFactura8810,C,Naypyitaw,Normal,Masculino,Accesorios electrónicos,"20,85",8,"8,34","175,14",03/03/2019,19:17,Efectivo,"166,8","4,761904762","8,34","6,3"
NuevaFactura9568,A,Yangon,Miembro,Femenino,Deportes y viajes,"45,58",1,"2,279","47,859",07/02/2019,14:13,Efectivo,"45,58","4,761904762","2,279","9,8"
NuevaFactura4046,B,Mandalay,Normal,Femenino,Hogar y estilo de vida,"97,38",10,"48,69","1022,49",02/03/2019,17:16,Billetera electrónica,"973,8","4,761904762","48,69","4,4"
NuevaFactura7492,C,Naypyitaw,Normal,Femenino,Alimentos y bebidas,"33,98",9,"15,291","321,111",24/03/2019,10:43,Efectivo,"305,82","4,761904762","15,291","4,2"
NuevaFactura3002,B,Mandalay,Normal,Femenino,Accesorios de moda,"41,09",10,"20,545","431,445",28/02/2019,14:42,Efectivo,"410,9","4,761904762","20,545","7,3"
NuevaFactura2273,C,Naypyitaw,Miembro,Masculino,Salud y belleza,"46,53",6,"13,959","293,139",03/03/2019,10:54,Tarjeta de crédito,"279,18","4,761904762","13,959","4,3"
NuevaFactura7110,B,Mandalay,Normal,Femenino,Accesorios de moda,"36,51",9,"16,4295","345,0195",16/02/2019,10:52,Efectivo,"328,59","4,761904762","16,4295","4,2"
NuevaFactura1626,A,Yangon,Miembro,Masculino,Hogar y estilo de vida,"44,34",2,"4,434","93,114",27/03/2019,11:26,Efectivo,"88,68","4,761904762","4,434","5,8"
NuevaFactura2153,B,Mandalay,Miembro,Femenino,Deportes y viajes,"48,5",3,"7,275","152,775",08/01/2019,12:50,Efectivo,"145,5","4,761904762","7,275","6,7"
NuevaFactura9536,B,Mandalay,Miembro,Masculino,Hogar y estilo de vida,"17,77",5,"4,4425","93,2925",15/02/2019,12:42,Tarjeta de crédito,"88,85","4,761904762","4,4425","5,4"
NuevaFactura6744,C,Naypyitaw,Normal,Femenino,Accesorios de moda,"12,19",8,"4,876","102,396",13/03/2019,12:47,Billetera electrónica,"97,52","4,761904762","4,876","6,8"
NuevaFactura7705,C,Naypyitaw,Normal,Femenino,Deportes y viajes,"23,75",9,"10,6875","224,4375",31/01/2019,12:02,Efectivo,"213,75","4,761904762","10,6875","9,5"
NuevaFactura2278,A,Yangon,Miembro,Masculino,Alimentos y bebidas,"18,85",10,"9,425","197,925",27/02/2019,18:24,Billetera electrónica,"188,5","4,761904762","9,425","5,6"
NuevaFactura1195,C,Naypyitaw,Miembro,Femenino,Accesorios electrónicos,"30,2",8,"12,08","253,68",03/03/2019,19:30,Billetera electrónica,"241,6","4,761904762","12,08","5,1"
NuevaFactura2711,B,Mandalay,Normal,Femenino,Accesorios electrónicos,"14,96",8,"5,984","125,664",23/02/2019,12:29,Efectivo,"119,68","4,761904762","5,984","8,6"
NuevaFactura9204,C,Naypyitaw,Normal,Femenino,Accesorios electrónicos,"77,63",9,"34,9335","733,6035",19/02/2019,15:14,Billetera electrónica,"698,67","4,761904762","34,9335","7,2"
NuevaFactura2499,B,Mandalay,Normal,Masculino,Accesorios de moda,"39,21",4,"7,842","164,682",16/01/2019,20:03,Tarjeta de crédito,"156,84","4,761904762","7,842","9,0"
NuevaFactura8019,C,Naypyitaw,Normal,Masculino,Hogar y estilo de vida,"97,5",10,"48,75","1023,75",12/01/2019,16:18,Billetera electrónica,"975,0","4,761904762","48,75","8,0"
NuevaFactura4873,C,Naypyitaw,Miembro,Femenino,Accesorios de moda,"99,3",10,"49,65","1042,65",15/02/2019,14:53,Tarjeta de crédito,"993,0","4,761904762","49,65","6,6"
NuevaFactura8143,B,Mandalay,Normal,Masculino,Alimentos y bebidas,"18,22",7,"6,377","133,917",10/03/2019,14:04,Tarjeta de crédito,"127,54","4,761904762","6,377","6,6"
NuevaFactura1433,B,Mandalay,Miembro,Masculino,Salud y belleza,"64,36",9,"28,962","608,202",12/03/2019,12:09,Tarjeta de crédito,"579,24","4,761904762","28,962","8,6"
NuevaFactura5028,C,Naypyitaw,Normal,Femenino,Salud y belleza,"10,99",5,"2,7475","57,6975",23/01/2019,10:18,Tarjeta de crédito,"54,95","4,761904762","2,7475","9,3"
NuevaFactura8724,B,Mandalay,Miembro,Masculino,Accesorios electrónicos,"87,45",6,"26,235","550,935",17/02/2019,14:40,Tarjeta de crédito,"524,7","4,761904762","26,235","8,8"
NuevaFactura3864,A,Yangon,Normal,Femenino,Accesorios electrónicos,"75,06",9,"33,777","709,317",19/03/2019,13:25,Billetera electrónica,"675,54","4,761904762","33,777","6,2"
NuevaFactura9569,A,Yangon,Normal,Femenino,Deportes y viajes,"93,18",2,"9,318","195,678",16/01/2019,18:41,Tarjeta de crédito,"186,36","4,761904762","9,318","8,5"
NuevaFactura3968,C,Naypyitaw,Normal,Masculino,Accesorios electrónicos,"20,85",8,"8,34","175,14",03/03/2019,19:17,Efectivo,"166,8","4,761904762","8,34","6,3"
NuevaFactura1160,B,Mandalay,Miembro,Femenino,Deportes y viajes,"23,08",6,"6,924","145,404",24/01/2019,19:20,Billetera electrónica,"138,48","4,761904762","6,924","4,9"
NuevaFactura1221,C,Naypyitaw,Normal,Femenino,Hogar y estilo de vida,"69,81",4,"13,962","293,202",28/01/2019,20:50,Tarjeta de crédito,"279,24","4,761904762","13,962","5,9"
NuevaFactura9859,A,Yangon,Normal,Femenino,Accesorios electrónicos,"99,56",8,"39,824","836,304",14/02/2019,17:03,Tarjeta de crédito,"796,48","4,761904762","39,824","5,2"
NuevaFactura7783,C,Naypyitaw,Normal,Femenino,Hogar y estilo de vida,"15,8",10,"7,9","165,9",09/01/2019,12:07,Efectivo,"158,0","4,761904762","7,9","7,8"
NuevaFactura5344,B,Mandalay,Miembro,Femenino,Hogar y estilo de vida,"86,72",1,"4,336","91,056",17/01/2019,18:45,Billetera electrónica,"86,72","4,761904762","4,336","7,9"
NuevaFactura3129,A,Yangon,Normal,Masculino,Salud y belleza,"89,6",8,"35,84","752,64",07/02/2019,11:28,Billetera electrónica,"716,8","4,761904762","35,84","6,6"
NuevaFactura5667,C,Naypyitaw,Miembro,Femenino,Alimentos y bebidas,"22,62",1,"1,131","23,751",17/03/2019,18:58,Efectivo,"22,62","4,761904762","1,131","6,4"
NuevaFactura9252,A,Yangon,Normal,Masculino,Hogar y estilo de vida,"74,07",1,"3,7035","77,7735",10/02/2019,12:50,Billetera electrónica,"74,07","4,761904762","3,7035","9,9"
NuevaFactura3224,B,Mandalay,Miembro,Masculino,Hogar y estilo de vida,"27,0",9,"12,15","255,15",02/03/2019,14:16,Efectivo,"243,0","4,761904762","12,15","4,8"
NuevaFactura6520,C,Naypyitaw,Normal,Femenino,Deportes y viajes,"44,86",10,"22,43","471,03",26/01/2019,19:54,Billetera electrónica,"448,6","4,761904762","22,43","8,2"
NuevaFactura4043,B,Mandalay,Miembro,Femenino,Accesorios electrónicos,"35,74",8,"14,296","300,216",17/02/2019,15:28,Billetera electrónica,"285,92","4,761904762","14,296","4,9"
NuevaFactura9414,C,Naypyitaw,Normal,Masculino,Salud y belleza,"66,14",4,"13,228","277,788",19/03/2019,12:46,Tarjeta de crédito,"264,56","4,761904762","13,228","5,6"
NuevaFactura4558,A,Yangon,Miembro,Masculino,Hogar y estilo de vida,"81,01",3,"12,1515","255,1815",13/01/2019,12:55,Tarjeta de crédito,"243,03","4,761904762","12,1515","9,3"
NuevaFactura2546,A,Yangon,Normal,Femenino,Alimentos y bebidas,"63,61",5,"15,9025","333,9525",16/03/2019,12:43,Billetera electrónica,"318,05","4,761904762","15,9025","4,8"
NuevaFactura1464,B,Mandalay,Miembro,Femenino,Alimentos y bebidas,"20,01",9,"9,0045","189,0945",06/02/2019,15:47,Billetera electrónica,"180,09","4,761904762","9,0045","4,1"
NuevaFactura5764,B,Mandalay,Miembro,Femenino,Accesorios de moda,"54,73",7,"19,1555","402,2655",14/03/2019,19:02,Tarjeta de crédito,"383,11","4,761904762","19,1555","8,5"
NuevaFactura8772,C,Naypyitaw,Miembro,Femenino,Hogar y estilo de vida,"15,95",6,"4,785","100,485",09/02/2019,17:15,Tarjeta de crédito,"95,7","4,761904762","4,785","5,1"
NuevaFactura3830,A,Yangon,Normal,Femenino,Alimentos y bebidas,"55,39",4,"11,078","232,638",25/03/2019,15:19,Billetera electrónica,"221,56","4,761904762","11,078","8,0"
NuevaFactura1071,C,Naypyitaw,Miembro,Femenino,Accesorios electrónicos,"78,13",10,"39,065","820,365",10/02/2019,20:51,Efectivo,"781,3","4,761904762","39,065","4,4"
NuevaFactura9858,A,Yangon,Normal,Femenino,Hogar y estilo de vida,"12,03",2,"1,203","25,263",27/01/2019,15:51,Efectivo,"24,06","4,761904762","1,203","5,1"
NuevaFactura2405,C,Naypyitaw,Miembro,Femenino,Deportes y viajes,"70,19",9,"31,5855","663,2955",25/01/2019,13:38,Efectivo,"631,71","4,761904762","31,5855","6,7"
NuevaFactura3183,A,Yangon,Miembro,Femenino,Alimentos y bebidas,"47,63",9,"21,4335","450,1035",23/01/2019,12:35,Efectivo,"428,67","4,761904762","21,4335","5,0"
NuevaFactura1427,C,Naypyitaw,Normal,Masculino,Deportes y viajes,"76,4",2,"7,64","160,44",30/01/2019,19:42,Billetera electrónica,"152,8","4,761904762","7,64","6,5"
NuevaFactura8540,C,Naypyitaw,Miembro,Femenino,Hogar y estilo de vida,"75,53",4,"15,106","317,226",19/03/2019,15:52,Billetera electrónica,"302,12","4,761904762","15,106","8,3"
NuevaFactura2085,A,Yangon,Normal,Femenino,Deportes y viajes,"19,1",7,"6,685","140,385",15/01/2019,10:43,Efectivo,"133,7","4,761904762","6,685","9,7"
NuevaFactura2224,B,Mandalay,Normal,Femenino,Deportes y viajes,"24,77",5,"6,1925","130,0425",24/03/2019,18:27,Efectivo,"123,85","4,761904762","6,1925","8,5"
NuevaFactura4279,A,Yangon,Normal,Masculino,Salud y belleza,"25,43",6,"7,629","160,209",12/02/2019,19:01,Billetera electrónica,"152,58","4,761904762","7,629","7,0"
NuevaFactura7491,B,Mandalay,Miembro,Masculino,Alimentos y bebidas,"80,05",5,"20,0125","420,2625",26/01/2019,12:45,Tarjeta de crédito,"400,25","4,761904762","20,0125","9,4"
NuevaFactura7815,B,Mandalay,Miembro,Femenino,Alimentos y bebidas,"48,52",3,"7,278","152,838",05/03/2019,18:17,Billetera electrónica,"145,56","4,761904762","7,278","4,0"
NuevaFactura1817,A,Yangon,Normal,Femenino,Hogar y estilo de vida,"45,68",10,"22,84","479,64",19/01/2019,19:30,Billetera electrónica,"456,8","4,761904762","22,84","5,7"
